profile_id,user_id,bio,height_cm,photo_count,profile_completeness_pct
190,190,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,2,65
191,191,"Love reading, travel and good food.",183,1,35
192,192,Simple person with strong values.,153,5,35
193,193,Simple person with strong values.,156,2,90
194,194,"Love reading, travel and good food.",181,2,90
195,195,Alhamdulillah for everything. Seeking a kind-hearted partner.,165,2,65
196,196,Looking for a sincere life partner.,177,2,65
197,197,Simple person with strong values.,177,5,90
198,198,Looking for a sincere life partner.,158,3,80
199,199,"Love reading, travel and good food.",171,1,80
200,200,,176,1,80
201,201,Looking for a sincere life partner.,168,2,80
202,202,Looking for a sincere life partner.,176,1,80
203,203,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,2,90
204,204,Simple person with strong values.,163,6,100
205,205,Looking for a sincere life partner.,171,2,80
206,206,Simple person with strong values.,181,1,90
207,207,Simple person with strong values.,182,1,65
208,208,"Love reading, travel and good food.",158,1,80
209,209,"Love reading, travel and good food.",165,4,65
210,210,Alhamdulillah for everything. Seeking a kind-hearted partner.,184,0,90
211,211,"Love reading, travel and good food.",161,5,90
212,212,Looking for a sincere life partner.,157,0,65
213,213,Simple person with strong values.,184,3,65
214,214,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,5,35
215,215,,183,0,100
216,216,"Love reading, travel and good food.",179,2,90
217,217,,162,2,80
218,218,Alhamdulillah for everything. Seeking a kind-hearted partner.,179,0,100
219,219,Simple person with strong values.,186,0,80
220,220,"Love reading, travel and good food.",162,0,35
221,221,Looking for a sincere life partner.,188,4,80
222,222,Simple person with strong values.,175,5,35
223,223,,172,5,100
224,224,"Love reading, travel and good food.",181,3,80
225,225,Alhamdulillah for everything. Seeking a kind-hearted partner.,167,6,80
226,226,"Love reading, travel and good food.",168,3,65
227,227,Looking for a sincere life partner.,157,1,65
228,228,"Love reading, travel and good food.",175,5,80
229,229,,168,2,90
230,230,Looking for a sincere life partner.,172,3,50
231,231,,168,1,80
232,232,"Love reading, travel and good food.",167,3,100
233,233,"Love reading, travel and good food.",170,0,100
234,234,Simple person with strong values.,165,0,90
235,235,,171,4,100
236,236,Family-oriented and career-focused.,171,0,90
237,237,Alhamdulillah for everything. Seeking a kind-hearted partner.,156,1,80
238,238,Alhamdulillah for everything. Seeking a kind-hearted partner.,176,0,90
239,239,Simple person with strong values.,163,2,90
240,240,Simple person with strong values.,168,0,35
241,241,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,2,35
242,242,Looking for a sincere life partner.,157,0,80
243,243,"Love reading, travel and good food.",151,3,80
244,244,Family-oriented and career-focused.,181,4,80
245,245,Simple person with strong values.,175,1,100
246,246,"Love reading, travel and good food.",188,4,80
247,247,Simple person with strong values.,169,1,100
248,248,Family-oriented and career-focused.,184,5,80
249,249,,175,2,100
250,250,,166,3,80
251,251,,186,1,90
252,252,,167,5,65
253,253,Family-oriented and career-focused.,168,2,90
254,254,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,3,80
255,255,Looking for a sincere life partner.,171,4,50
256,256,,159,4,65
257,257,Looking for a sincere life partner.,155,0,50
258,258,Alhamdulillah for everything. Seeking a kind-hearted partner.,153,5,80
259,259,Looking for a sincere life partner.,154,2,100
260,260,Alhamdulillah for everything. Seeking a kind-hearted partner.,164,1,80
261,261,,188,0,100
262,262,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,1,90
263,263,Family-oriented and career-focused.,165,3,80
264,264,,165,2,65
265,265,,170,2,50
266,266,Looking for a sincere life partner.,161,2,100
267,267,Simple person with strong values.,172,3,100
268,268,,173,1,80
269,269,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,6,80
270,270,Family-oriented and career-focused.,185,2,35
271,271,,187,2,90
272,272,Family-oriented and career-focused.,161,2,35
273,273,"Love reading, travel and good food.",173,5,80
274,274,,152,1,90
275,275,,151,4,65
276,276,Simple person with strong values.,163,2,35
277,277,Family-oriented and career-focused.,157,2,80
278,278,Alhamdulillah for everything. Seeking a kind-hearted partner.,170,6,65
279,279,Family-oriented and career-focused.,160,6,80
280,280,,163,3,90
281,281,Looking for a sincere life partner.,161,1,100
282,282,,151,3,50
283,283,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,5,90
284,284,Simple person with strong values.,170,2,90
285,285,Simple person with strong values.,169,1,80
286,286,Alhamdulillah for everything. Seeking a kind-hearted partner.,161,0,100
287,287,Simple person with strong values.,170,0,65
288,288,,165,2,50
289,289,"Love reading, travel and good food.",171,3,100
290,290,Alhamdulillah for everything. Seeking a kind-hearted partner.,187,4,100
291,291,"Love reading, travel and good food.",175,1,65
292,292,Looking for a sincere life partner.,175,2,50
293,293,Simple person with strong values.,171,0,90
294,294,,183,2,100
295,295,,152,1,100
296,296,Family-oriented and career-focused.,173,0,100
297,297,,164,2,100
298,298,Looking for a sincere life partner.,160,4,80
299,299,Family-oriented and career-focused.,180,1,100
300,300,Alhamdulillah for everything. Seeking a kind-hearted partner.,178,2,65
301,301,Alhamdulillah for everything. Seeking a kind-hearted partner.,175,4,65
302,302,Simple person with strong values.,169,5,90
303,303,"Love reading, travel and good food.",151,0,100
304,304,Looking for a sincere life partner.,168,1,90
305,305,"Love reading, travel and good food.",152,2,90
306,306,Simple person with strong values.,182,1,90
307,307,Looking for a sincere life partner.,174,5,100
308,308,"Love reading, travel and good food.",166,1,90
309,309,,166,2,80
310,310,Looking for a sincere life partner.,168,2,90
311,311,Looking for a sincere life partner.,166,2,50
312,312,Looking for a sincere life partner.,174,2,35
313,313,Looking for a sincere life partner.,188,2,100
314,314,"Love reading, travel and good food.",172,4,90
315,315,Family-oriented and career-focused.,183,6,90
316,316,Alhamdulillah for everything. Seeking a kind-hearted partner.,167,3,80
317,317,,154,0,100
318,318,,159,6,90
319,319,Looking for a sincere life partner.,173,1,90
320,320,"Love reading, travel and good food.",188,5,65
321,321,Simple person with strong values.,170,3,90
322,322,Simple person with strong values.,173,3,90
323,323,"Love reading, travel and good food.",177,1,65
324,324,Simple person with strong values.,167,4,65
325,325,Looking for a sincere life partner.,171,4,65
326,326,,165,5,80
327,327,"Love reading, travel and good food.",171,3,90
328,328,"Love reading, travel and good food.",174,3,90
329,329,Alhamdulillah for everything. Seeking a kind-hearted partner.,174,2,35
330,330,"Love reading, travel and good food.",162,5,50
331,331,Family-oriented and career-focused.,169,0,100
332,332,,158,6,80
333,333,Looking for a sincere life partner.,165,5,80
334,334,"Love reading, travel and good food.",156,2,90
335,335,Simple person with strong values.,161,3,50
336,336,"Love reading, travel and good food.",150,1,65
337,337,Simple person with strong values.,151,2,90
338,338,,173,4,80
339,339,"Love reading, travel and good food.",181,6,50
340,340,"Love reading, travel and good food.",170,2,65
341,341,"Love reading, travel and good food.",171,2,50
342,342,Family-oriented and career-focused.,179,1,80
343,343,Family-oriented and career-focused.,172,3,65
344,344,Family-oriented and career-focused.,173,3,80
345,345,,176,3,80
346,346,,182,4,35
347,347,,169,0,100
348,348,Looking for a sincere life partner.,165,2,80
349,349,,161,0,90
350,350,Simple person with strong values.,171,2,65
351,351,Simple person with strong values.,176,0,100
352,352,Family-oriented and career-focused.,185,3,35
353,353,Family-oriented and career-focused.,171,4,50
354,354,Alhamdulillah for everything. Seeking a kind-hearted partner.,181,6,100
355,355,Alhamdulillah for everything. Seeking a kind-hearted partner.,185,2,80
356,356,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,3,50
357,357,Looking for a sincere life partner.,151,0,100
358,358,Family-oriented and career-focused.,174,3,65
359,359,,179,1,35
360,360,Alhamdulillah for everything. Seeking a kind-hearted partner.,152,3,80
361,361,Family-oriented and career-focused.,184,1,100
362,362,Simple person with strong values.,174,1,65
363,363,Simple person with strong values.,184,1,100
364,364,Family-oriented and career-focused.,165,3,65
365,365,Looking for a sincere life partner.,164,1,50
366,366,Simple person with strong values.,166,1,50
367,367,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,6,65
368,368,Family-oriented and career-focused.,162,3,65
369,369,"Love reading, travel and good food.",167,5,50
370,370,Simple person with strong values.,150,3,100
371,371,"Love reading, travel and good food.",170,4,65
372,372,"Love reading, travel and good food.",171,2,90
373,373,,151,3,100
374,374,Family-oriented and career-focused.,157,3,65
375,375,Family-oriented and career-focused.,170,6,100
376,376,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,4,90
377,377,Simple person with strong values.,180,2,100
378,378,Looking for a sincere life partner.,170,3,90
379,379,Family-oriented and career-focused.,166,4,90
380,380,,167,5,65
381,381,Simple person with strong values.,187,6,80
382,382,,187,1,80
383,383,Simple person with strong values.,164,6,35
384,384,Family-oriented and career-focused.,184,3,80
385,385,Family-oriented and career-focused.,169,3,90
386,386,,177,2,90
387,387,,183,5,90
388,388,Alhamdulillah for everything. Seeking a kind-hearted partner.,183,3,80
389,389,"Love reading, travel and good food.",154,4,50
390,390,Simple person with strong values.,150,1,90
391,391,Looking for a sincere life partner.,186,2,65
392,392,"Love reading, travel and good food.",175,2,65
393,393,Looking for a sincere life partner.,183,3,65
394,394,Looking for a sincere life partner.,168,4,35
395,395,Simple person with strong values.,187,3,80
396,396,Family-oriented and career-focused.,155,3,90
397,397,"Love reading, travel and good food.",170,6,80
398,398,"Love reading, travel and good food.",172,2,80
399,399,,166,2,80
400,400,Simple person with strong values.,168,0,90
401,401,Family-oriented and career-focused.,173,2,100
402,402,Alhamdulillah for everything. Seeking a kind-hearted partner.,179,4,80
403,403,Family-oriented and career-focused.,171,2,90
404,404,Alhamdulillah for everything. Seeking a kind-hearted partner.,175,2,65
405,405,"Love reading, travel and good food.",152,2,50
406,406,Alhamdulillah for everything. Seeking a kind-hearted partner.,165,0,100
407,407,"Love reading, travel and good food.",185,0,90
408,408,,167,6,80
409,409,,180,6,65
410,410,,172,3,80
411,411,Family-oriented and career-focused.,186,4,100
412,412,Looking for a sincere life partner.,188,4,50
413,413,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,3,90
414,414,Simple person with strong values.,151,4,65
415,415,Family-oriented and career-focused.,183,5,65
416,416,Alhamdulillah for everything. Seeking a kind-hearted partner.,164,3,65
417,417,"Love reading, travel and good food.",165,4,90
418,418,"Love reading, travel and good food.",171,4,90
419,419,,174,5,65
420,420,Looking for a sincere life partner.,188,1,65
421,421,"Love reading, travel and good food.",173,1,80
422,422,"Love reading, travel and good food.",172,2,100
423,423,Simple person with strong values.,179,2,80
424,424,Looking for a sincere life partner.,151,3,90
425,425,,177,2,100
426,426,Family-oriented and career-focused.,166,2,90
427,427,Looking for a sincere life partner.,153,2,35
428,428,"Love reading, travel and good food.",158,3,90
429,429,,187,0,65
430,430,Family-oriented and career-focused.,166,4,65
431,431,,171,4,80
432,432,,170,3,80
433,433,,176,3,80
434,434,"Love reading, travel and good food.",170,2,90
435,435,Alhamdulillah for everything. Seeking a kind-hearted partner.,177,4,65
436,436,"Love reading, travel and good food.",174,4,35
437,437,,167,4,100
438,438,"Love reading, travel and good food.",177,6,65
439,439,Alhamdulillah for everything. Seeking a kind-hearted partner.,187,0,90
440,440,Looking for a sincere life partner.,183,1,50
441,441,Alhamdulillah for everything. Seeking a kind-hearted partner.,181,5,80
442,442,Alhamdulillah for everything. Seeking a kind-hearted partner.,170,4,90
443,443,Alhamdulillah for everything. Seeking a kind-hearted partner.,159,3,90
444,444,Looking for a sincere life partner.,188,3,50
445,445,Looking for a sincere life partner.,185,4,65
446,446,Alhamdulillah for everything. Seeking a kind-hearted partner.,178,2,100
447,447,"Love reading, travel and good food.",176,1,65
448,448,Family-oriented and career-focused.,161,4,65
449,449,Alhamdulillah for everything. Seeking a kind-hearted partner.,180,1,90
450,450,"Love reading, travel and good food.",154,4,90
451,451,,169,4,65
452,452,Alhamdulillah for everything. Seeking a kind-hearted partner.,169,3,80
453,453,Family-oriented and career-focused.,161,2,100
454,454,Alhamdulillah for everything. Seeking a kind-hearted partner.,170,6,80
455,455,Alhamdulillah for everything. Seeking a kind-hearted partner.,186,2,65
456,456,Alhamdulillah for everything. Seeking a kind-hearted partner.,176,4,100
457,457,Looking for a sincere life partner.,157,6,50
458,458,,167,4,35
459,459,"Love reading, travel and good food.",167,3,80
460,460,,174,6,90
461,461,"Love reading, travel and good food.",188,1,35
462,462,Looking for a sincere life partner.,166,3,80
463,463,,171,3,80
464,464,Alhamdulillah for everything. Seeking a kind-hearted partner.,173,0,65
465,465,,167,4,100
466,466,Alhamdulillah for everything. Seeking a kind-hearted partner.,177,4,65
467,467,Family-oriented and career-focused.,160,1,90
468,468,"Love reading, travel and good food.",164,2,65
469,469,Family-oriented and career-focused.,165,1,100
470,470,Family-oriented and career-focused.,187,3,80
471,471,Family-oriented and career-focused.,167,1,65
472,472,,182,3,65
473,473,Family-oriented and career-focused.,175,1,65
474,474,,175,0,80
475,475,Alhamdulillah for everything. Seeking a kind-hearted partner.,163,5,80
476,476,Looking for a sincere life partner.,163,2,100
477,477,Alhamdulillah for everything. Seeking a kind-hearted partner.,165,2,80
478,478,,188,3,80
479,479,Simple person with strong values.,167,3,90
480,480,Family-oriented and career-focused.,162,3,80
481,481,Alhamdulillah for everything. Seeking a kind-hearted partner.,181,5,80
482,482,Simple person with strong values.,169,5,100
483,483,Looking for a sincere life partner.,179,4,80
484,484,,173,2,90
485,485,,169,0,80
486,486,Simple person with strong values.,183,3,80
487,487,Alhamdulillah for everything. Seeking a kind-hearted partner.,165,3,35
488,488,"Love reading, travel and good food.",172,3,65
489,489,"Love reading, travel and good food.",167,0,80
490,490,,183,3,65
491,491,,183,3,100
492,492,"Love reading, travel and good food.",169,0,90
493,493,Looking for a sincere life partner.,151,2,65
494,494,Alhamdulillah for everything. Seeking a kind-hearted partner.,153,2,65
495,495,"Love reading, travel and good food.",151,0,65
496,496,,174,2,50
497,497,Alhamdulillah for everything. Seeking a kind-hearted partner.,186,1,50
498,498,Looking for a sincere life partner.,184,4,90
499,499,Simple person with strong values.,175,5,50
500,500,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,2,100
501,501,Looking for a sincere life partner.,168,3,100
502,502,Looking for a sincere life partner.,170,3,100
503,503,Alhamdulillah for everything. Seeking a kind-hearted partner.,181,4,65
504,504,"Love reading, travel and good food.",165,1,90
505,505,,165,3,100
506,506,Alhamdulillah for everything. Seeking a kind-hearted partner.,157,3,80
507,507,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,5,80
508,508,"Love reading, travel and good food.",183,6,80
509,509,,160,6,90
510,510,Simple person with strong values.,166,2,65
511,511,Family-oriented and career-focused.,166,3,50
512,512,,184,4,100
513,513,Looking for a sincere life partner.,150,6,80
514,514,Family-oriented and career-focused.,187,2,50
515,515,Simple person with strong values.,166,2,35
516,516,Looking for a sincere life partner.,184,4,80
517,517,Alhamdulillah for everything. Seeking a kind-hearted partner.,168,2,80
518,518,,188,2,65
519,519,Looking for a sincere life partner.,185,4,80
520,520,Looking for a sincere life partner.,167,6,90
521,521,Simple person with strong values.,174,4,90
522,522,Looking for a sincere life partner.,187,2,90
523,523,Alhamdulillah for everything. Seeking a kind-hearted partner.,160,1,80
524,524,,184,0,80
525,525,,187,2,90
526,526,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,2,35
527,527,Simple person with strong values.,169,2,65
528,528,Family-oriented and career-focused.,164,3,100
529,529,"Love reading, travel and good food.",160,5,80
530,530,"Love reading, travel and good food.",169,1,50
531,531,Family-oriented and career-focused.,165,0,100
532,532,Looking for a sincere life partner.,187,5,80
533,533,Alhamdulillah for everything. Seeking a kind-hearted partner.,166,3,90
534,534,Alhamdulillah for everything. Seeking a kind-hearted partner.,181,4,90
535,535,Family-oriented and career-focused.,153,1,65
536,536,Looking for a sincere life partner.,160,6,80
537,537,,176,2,65
538,538,Simple person with strong values.,172,2,90
539,539,,175,4,90
540,540,Family-oriented and career-focused.,164,2,35
541,541,"Love reading, travel and good food.",166,4,90
542,542,"Love reading, travel and good food.",182,5,90
543,543,Family-oriented and career-focused.,181,2,80
544,544,Family-oriented and career-focused.,176,0,35
545,545,,174,0,65
546,546,Alhamdulillah for everything. Seeking a kind-hearted partner.,161,4,100
547,547,Looking for a sincere life partner.,174,2,35
548,548,Looking for a sincere life partner.,186,0,80
549,549,Alhamdulillah for everything. Seeking a kind-hearted partner.,185,0,80
550,550,Alhamdulillah for everything. Seeking a kind-hearted partner.,165,4,65
551,551,Simple person with strong values.,151,2,65
552,552,Family-oriented and career-focused.,170,1,80
553,553,,177,3,90
554,554,"Love reading, travel and good food.",185,4,80
555,555,Simple person with strong values.,175,4,100
556,556,,185,6,100
557,557,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,1,65
558,558,Family-oriented and career-focused.,174,2,65
559,559,,181,0,35
560,560,Looking for a sincere life partner.,157,4,90
561,561,Simple person with strong values.,185,2,80
562,562,Alhamdulillah for everything. Seeking a kind-hearted partner.,169,2,65
563,563,Looking for a sincere life partner.,184,4,65
564,564,"Love reading, travel and good food.",171,0,90
565,565,,167,3,90
566,566,Simple person with strong values.,180,1,35
567,567,Alhamdulillah for everything. Seeking a kind-hearted partner.,168,0,80
568,568,Alhamdulillah for everything. Seeking a kind-hearted partner.,179,5,100
569,569,,181,5,100
570,570,,167,1,100
571,571,,157,3,65
572,572,"Love reading, travel and good food.",168,0,35
573,573,Simple person with strong values.,162,6,65
574,574,Family-oriented and career-focused.,169,1,100
575,575,Family-oriented and career-focused.,157,2,80
576,576,Family-oriented and career-focused.,179,4,100
577,577,Alhamdulillah for everything. Seeking a kind-hearted partner.,168,4,80
578,578,Simple person with strong values.,159,0,35
579,579,"Love reading, travel and good food.",183,4,50
580,580,Looking for a sincere life partner.,157,4,90
581,581,,168,0,65
582,582,,177,5,65
583,583,Alhamdulillah for everything. Seeking a kind-hearted partner.,158,2,90
584,584,Simple person with strong values.,158,1,65
585,585,"Love reading, travel and good food.",161,4,50
586,586,Simple person with strong values.,178,4,65
587,587,"Love reading, travel and good food.",167,4,50
588,588,,172,5,80
589,589,Alhamdulillah for everything. Seeking a kind-hearted partner.,158,5,50
590,590,"Love reading, travel and good food.",184,5,80
591,591,Simple person with strong values.,169,4,65
592,592,,170,4,35
593,593,Looking for a sincere life partner.,165,2,65
594,594,Family-oriented and career-focused.,173,2,50
595,595,Family-oriented and career-focused.,176,2,65
596,596,Family-oriented and career-focused.,152,5,80
597,597,,169,1,65
598,598,,168,2,35
599,599,Simple person with strong values.,150,2,50
600,600,Family-oriented and career-focused.,170,5,65
601,601,"Love reading, travel and good food.",176,3,35
602,602,"Love reading, travel and good food.",158,6,90
603,603,Looking for a sincere life partner.,164,1,50
604,604,Family-oriented and career-focused.,174,4,65
605,605,,166,4,65
606,606,Alhamdulillah for everything. Seeking a kind-hearted partner.,163,1,50
607,607,Alhamdulillah for everything. Seeking a kind-hearted partner.,178,5,80
608,608,"Love reading, travel and good food.",174,2,80
609,609,,166,3,90
610,610,Alhamdulillah for everything. Seeking a kind-hearted partner.,177,3,80
611,611,Family-oriented and career-focused.,174,6,65
612,612,Looking for a sincere life partner.,184,1,80
613,613,,170,1,100
614,614,Alhamdulillah for everything. Seeking a kind-hearted partner.,188,2,65
615,615,,184,0,90
616,616,Alhamdulillah for everything. Seeking a kind-hearted partner.,172,5,80
617,617,Looking for a sincere life partner.,171,1,65
